1.810000000000000142e+01,4.969999999999999973e-01,4.349999999999999645e+00,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
2.789576702952349407e+01,1.374279720383815295e+00,8.096506971978264744e+00,2.406870689572220834e-01,-3.708722120914734743e-01,-2.713177982687864365e-02,-3.295045115541027414e+00,1.321281149715624714e+00,7.123048539608454188e-01
1.810000000000000142e+01,2.500000000000000139e-02,1.600000000000000000e+01,1.539999999999999980e-01,-8.649999999999999703e-03,3.930000000000000160e-02,-7.580000000000000071e-01,7.309999999999999831e-01,4.149999999999999800e-01
1.810000000000000142e+01,4.000000000000000000e+00,2.799999999999999822e+00,1.539999999999999980e-01,-8.649999999999999703e-03,0.000000000000000000e+00,-7.580000000000000071e-01,7.309999999999999831e-01,0.000000000000000000e+00
1.810000000000000142e+01,5.000000000000000278e-02,4.349999999999999645e+00,-4.000000000000000222e-01,-8.000000000000000444e-01,3.930000000000000160e-02,-5.250000000000000000e+00,2.500000000000000000e+00,1.750000000000000000e+00
6.000000000000000000e+01,2.500000000000000139e-02,1.600000000000000000e+01,-5.999999999999999778e-01,-1.000000000000000000e+00,4.000000000000000222e-01,-6.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00
4.625175037141889334e+01,9.885244551114738543e-02,1.511446268558502126e+01,-3.333804795518517383e-01,-1.147344438359142460e-01,1.616939611732960413e-01,-5.943618452642112970e+00,6.597062707878649235e-01,7.515834812074899673e-01
2.177902597934007645e+01,3.408409851999022244e+00,6.189496460184454207e+00,7.241749936714768632e-01,-3.793080907315016237e-01,-9.254297204315661829e-02,-9.913249490782618523e-01,2.090071010403335094e+00,4.615090722218155861e-01
1.508392023202031851e+01,1.615212333807721778e+00,1.171776487752795148e+01,2.567556484602392386e-01,-6.706109758466483051e-01,9.836412407457861828e-03,-4.113939875736832619e+00,1.371675599366426468e+00,-1.405107043683528900e-02
3.866404274851083755e+01,2.933348070760257720e+00,2.986208233609795482e+00,1.316378472279757350e+00,2.941465871408581734e-01,3.579243352636695685e-01,-2.414807790424674749e+00,-1.117882600519806147e+00,1.566583135165274143e+00
3.397844004724174738e+01,1.505161443143151700e+00,8.145881051942705398e+00,1.057283999025821597e+00,5.602923668920989364e-02,2.007993258535862302e-01,-2.816174632403999567e+00,1.013983157929033041e+00,-4.525331845507025719e-01
5.011223802343010902e+00,2.050623255688697189e+00,1.315164576321840073e+01,2.277127616107466057e-02,-9.041728122159838898e-01,-1.331073869019746836e-01,-1.274221437983214855e+00,-4.822726026177406311e-01,1.751002909615635872e+00
2.827036991808563471e+01,9.873925068182871634e-01,4.736279587820171777e+00,4.742931903339923094e-01,-4.927390066906810473e-01,4.569900427013637301e-02,-4.652252042666077614e+00,2.080143895000219345e-02,1.269678429700434208e+00
5.450030676461756229e+01,3.516527421213686555e+00,9.961235228925943375e+00,-5.745264823548495992e-01,-2.323577146977187091e-01,3.235299488529563283e-01,1.555579067207872868e-01,2.444466488901525736e+00,3.537266124039888382e-01
5.997068357653915882e+01,1.767312136758118823e+00,5.639887941256165327e+00,1.772622484713792801e-01,-4.449708580970764826e-01,3.944820215925574636e-01,-3.410006683785468340e+00,1.206237458623945713e+00,-2.405169485136866570e-01
2.351323262695223093e+01,2.712346198200248359e+00,1.066262200102210045e+01,1.230717692524194717e+00,-5.322443135082788324e-03,-2.613426353782413725e-02,-1.899989408440887928e+00,-6.723682614974677563e-01,1.929764559492468834e+00
2.523223074153065681e+00,3.140714125707745885e-01,8.843227898702025414e+00,-4.179526540450751448e-01,3.597979066893457478e-01,-5.365920253098011017e-02,-4.820741534233093262e+00,-3.669837531633675098e-01,1.174554315395653248e+00
3.624339396599680185e+01,3.250447535584680914e+00,1.405927083194255900e+01,6.457722016610206728e-01,-7.800130620598793030e-01,1.233996339142323095e-01,-8.295344142243266106e-02,2.834487570449709892e+00,2.143234368413686752e-01
4.261407345533370972e+01,7.028326342115178704e-01,1.261894365027546883e+01,8.788672702386975955e-01,-9.697721602395177332e-01,2.803778907284141253e-01,-5.355986010748893023e+00,4.015940744429826736e-01,1.046931816264986992e+00
1.088158398773521185e+01,3.852521101711317897e+00,3.677108784392475904e+00,-1.597475470975041056e-01,1.653764829039572337e-01,8.943134937435393006e-02,-3.594565512612462044e-01,2.346093229483813047e+00,7.131886230781674385e-01
1.893743422627449036e+01,1.159408160974271462e+00,1.580940512865781855e+01,1.473025368433445781e+00,-1.667711496353150302e-01,-1.645230282098054941e-01,-3.938855499029159546e+00,1.693534248042851686e+00,-3.564685769379138947e-02
4.977732291724532843e+01,2.325533461431041449e+00,7.086660484597086196e+00,4.283057874999941506e-01,-6.020776735618711406e-01,2.327928222715855422e-01,-2.182792145293205976e+00,-1.442045803181827068e+00,1.509901632554829121e+00
